Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Latitude,Distance_to_coast
69000.0,1.7,19,2020,36.66,146972.79231546
112500.0,3.4861,26,1453,36.74,160804.013567827
70800.0,2.6852,33,1902,36.7,156874.052910647
71800.0,1.6168,14,3182,36.74,155944.638356264
57800.0,1.8299,24,1961,36.72,154390.478357827
83200.0,3.6,22,1339,36.72,152191.622391185
60400.0,1.8,32,981,36.72,153655.800034407
88200.0,3.087,19,2627,36.74,153271.445678414
112500.0,3.4297,30,1233,36.8,164070.732471432
105400.0,3.2813,45,1270,36.8,160511.667497894
55300.0,2.1618,25,1270,36.8,157842.477817681
82800.0,2.7917,48,1341,36.79,156023.53354629
165400.0,3.8056,29,2205,36.83,167780.178084138
61200.0,1.3221,30,2288,36.81,170341.167682469
256200.0,7.5,8,2580,36.85,170491.647584233
122500.0,5.1781,4,4833,36.83,171335.045507461
160300.0,6.7181,15,2563,36.83,173112.589338025
141600.0,4.8036,11,2497,36.83,173112.589338025
89300.0,4.7622,12,1488,36.82,172168.433891949
91300.0,3.3239,9,3995,36.82,173057.614957767
88900.0,5.5842,15,1387,36.82,173057.614957767
119300.0,5.5405,16,1852,36.82,173057.614957767
96500.0,4.2132,2,4055,36.83,170446.300676685
72100.0,3.3942,4,4530,36.81,172120.223414128
107800.0,4.6726,6,1891,36.81,171230.689880289
68000.0,3.755,15,1743,36.81,173009.768099494
88800.0,3.6563,14,1876,36.8,172969.05467807
73000.0,2.9565,14,4177,36.8,172969.05467807
67900.0,2.5595,18,2536,36.8,172079.183078917
345900.0,10.0,8,3791,36.85,174049.987040455
213900.0,8.9669,12,2272,36.84,173140.269298288
229200.0,8.7716,12,2396,36.84,174030.079248481
195900.0,6.8645,17,2273,36.83,174001.38776522
141200.0,6.9903,14,2351,36.83,174890.2034949
123000.0,5.3241,14,2982,36.83,175779.036254963
229700.0,7.4201,17,3012,36.83,174001.38776522
144700.0,6.1175,16,2868,36.83,175779.036254963
167700.0,5.5357,17,2807,36.82,173946.810114099
155600.0,7.2909,14,1087,36.82,174836.019136319
151500.0,5.2809,28,2268,36.82,175725.241804294
150900.0,5.0698,25,3305,36.81,175678.46727511
188300.0,7.7062,18,2789,36.81,173899.323755617
187300.0,8.3608,10,2902,36.86,179413.130202882
193500.0,8.2737,7,4139,36.86,180302.50578709
123600.0,5.9897,8,1519,36.85,180277.232086751
125300.0,5.3886,15,1924,36.84,180258.812342634
124400.0,3.2569,15,2058,36.84,180258.812342634
111900.0,3.2147,7,4907,36.84,179368.986834945
79500.0,2.8274,12,782,36.85,179387.614564565
128300.0,4.2071,8,3468,36.86,179413.130202882
54000.0,1.9511,11,2596,36.85,178498.000629762
51700.0,1.7926,22,1529,36.84,178479.163421849
145000.0,3.7656,7,6434,36.86,177634.395377799
94400.0,4.2304,17,2340,36.85,176718.783778408
158800.0,5.4868,7,2289,36.84,175809.706167022
119300.0,3.3229,9,2340,36.84,175809.706167022
126000.0,4.049,19,6789,36.83,176667.885778728
135500.0,5.6445,10,5780,36.83,176667.885778728
69300.0,2.3667,11,2754,36.83,179334.532343922
93000.0,3.2143,25,2330,36.82,178392.989546494
95800.0,4.3315,17,1560,36.83,177556.751804798
72200.0,2.2215,15,3356,36.83,178445.634076934
105200.0,3.4167,23,4358,36.82,178392.989546494
53500.0,1.7708,22,4241,36.82,179282.264682167
121200.0,3.4542,24,5377,36.82,177503.727218779
143300.0,5.4513,33,3972,36.81,176568.05479472
169300.0,6.3359,43,1951,36.8,177418.533355238
160100.0,6.1575,38,2252,36.8,176528.621966583
90100.0,3.8571,24,3756,36.8,174748.822410461
99500.0,2.9471,33,1670,36.8,175638.718275859
88800.0,3.5958,29,2806,36.8,176528.621966583
80800.0,3.125,16,6101,36.8,174748.822410461
72700.0,3.4074,16,2849,36.8,173858.934500339
66900.0,2.0469,19,3244,36.8,173858.934500339
65600.0,3.3272,35,1872,36.79,174715.820609648
66200.0,2.5223,35,1789,36.78,174428.364941197
58800.0,1.3385,24,3242,36.78,173677.385580521
71400.0,3.3447,21,3235,36.79,173825.64729541
67000.0,1.9575,24,3505,36.79,174715.820609648
55500.0,2.0324,35,1012,36.78,175934.379604854
79700.0,3.0,36,1650,36.78,175934.379604854
69200.0,2.6055,36,1582,36.78,175180.70209154
65900.0,2.6522,35,1474,36.79,175605.999577297
64700.0,1.6854,18,5822,36.79,175605.999577297
73800.0,2.9506,35,2314,36.79,176496.184103173
67500.0,1.9386,33,3433,36.79,178034.071124832
58800.0,2.03,38,1912,36.78,177366.093817886
96500.0,3.5542,43,2382,36.78,176663.234589925
71900.0,2.4167,39,2471,36.79,176496.184103173
153800.0,5.187,45,1337,36.79,177280.372185849
69600.0,3.069,35,1877,36.81,178347.260519606
66500.0,1.8514,34,2200,36.8,179198.37872917
124700.0,3.32,27,2462,36.8,178308.452316923
132200.0,4.25,33,1461,36.81,178347.260519606
89600.0,3.2642,34,2679,36.79,179455.109834847
73400.0,2.3293,31,2164,36.78,178070.689479583
64500.0,2.256,26,1700,36.79,178034.071124832
47500.0,1.5122,19,1524,36.79,178034.071124832
68300.0,2.9301,33,2260,36.79,178751.569042978
72800.0,2.1544,26,3654,36.79,180160.361006552
78800.0,2.1383,30,6117,36.78,179485.008224357
81100.0,2.9937,27,2258,36.79,179455.109834847
75100.0,3.3281,32,2463,36.79,180160.361006552
71400.0,2.1573,28,2857,36.79,181575.914692749
71700.0,2.293,28,3257,36.78,180194.69104817
70900.0,2.5893,29,3494,36.8,180840.02772232
84600.0,2.9244,32,3461,36.8,180088.312471884
66000.0,2.8994,34,3426,36.8,179198.37872917
83700.0,2.2094,20,6257,36.8,180840.02772232
83100.0,2.7222,24,3748,36.8,180088.312471884
74300.0,2.4678,18,10862,36.8,182250.120492391
90600.0,2.3333,25,2718,36.8,181544.231577254
74500.0,2.197,30,3308,36.8,181544.231577254
69400.0,1.2716,19,4643,36.81,181016.143415805
84700.0,3.4279,25,1565,36.81,180126.506084499
99300.0,2.3375,17,6932,36.82,181060.85258409
85500.0,3.567,28,1713,36.81,180126.506084499
89500.0,3.625,25,5016,36.82,179282.264682167
95200.0,4.2153,18,4164,36.83,179334.532343922
99600.0,4.5179,22,2803,36.83,181112.375882005
110900.0,5.2595,20,3214,36.83,181112.375882005
101100.0,4.7804,19,3237,36.83,180223.446359456
108500.0,5.0635,16,2360,36.83,180223.446359456
84200.0,4.0196,17,3690,36.83,181112.375882005
109400.0,4.9292,15,2793,36.83,182001.320674715
108200.0,4.1098,14,4675,36.83,182890.280505282
174200.0,5.3272,3,7520,36.91,180531.55555945
143700.0,5.0941,3,13802,36.87,182112.852329778
140800.0,3.9032,3,10425,36.85,182946.105558279
86300.0,2.4861,15,1449,36.94,186955.37508949
165200.0,6.9405,17,2236,36.88,185706.546404977
164600.0,4.0,20,1676,36.86,187417.695100307
143100.0,4.5398,20,2655,36.85,187394.294147657
167500.0,5.308,15,2373,36.89,189304.553088738
71400.0,2.5904,23,3532,36.83,186446.265713308
68200.0,2.3173,25,2379,36.82,186396.903727562
68000.0,2.7159,32,2623,36.81,185757.882574485
113400.0,1.8061,5,1087,36.83,185557.247967077
109000.0,3.5078,15,2727,36.83,185557.247967077
138800.0,5.3478,8,3602,36.83,183779.255145839
111400.0,5.0828,14,3348,36.83,183779.255145839
112500.0,2.3381,12,2144,36.82,185507.532989593
69700.0,1.6618,19,2282,36.81,185048.108981546
72800.0,1.7969,19,1648,36.81,185048.108981546
72200.0,2.9453,28,1651,36.81,184339.958027811
79700.0,2.7778,19,1699,36.81,183633.448493173
112500.0,1.9483,16,2627,36.82,184618.173568378
52500.0,2.2639,15,946,36.82,184618.173568378
100200.0,3.9943,7,2075,36.83,187335.297400439
89500.0,4.9327,8,943,36.83,187335.297400439
54600.0,1.4913,32,1098,36.83,187335.297400439
78900.0,3.1814,28,1868,36.83,187335.297400439
111300.0,4.4356,3,2029,36.83,189113.401772505
113700.0,5.0864,4,2145,36.83,189113.401772505
120000.0,6.1133,11,2455,36.83,188224.342821281
123300.0,4.5577,2,2579,36.82,188494.648958219
114400.0,4.9432,4,1262,36.81,187706.651565687
106200.0,5.0253,13,2589,36.81,187078.31059562
55900.0,1.8021,17,1897,36.82,187138.595735763
93600.0,4.81,15,3303,36.82,187138.595735763
88900.0,3.9792,16,2668,36.81,187078.31059562
93800.0,2.5446,13,1524,36.81,186452.168533626
88000.0,4.4934,15,2892,36.81,186452.168533626
88400.0,4.2066,7,2855,36.8,186290.876548337
68700.0,3.2813,31,2576,36.8,185661.997398769
163100.0,6.011,9,3712,36.8,186921.946016957
83600.0,3.7697,13,1736,36.79,184875.136023302
71300.0,3.5417,16,1551,36.79,185506.764255341
76300.0,2.7404,15,2524,36.79,184875.136023302
60600.0,2.6875,22,2456,36.77,183311.512856345
83000.0,4.0993,5,2613,36.79,184875.136023302
150800.0,6.0132,21,1260,36.77,183948.674666803
157300.0,4.9904,15,2397,36.85,191842.559403301
173800.0,5.6739,14,4872,36.82,190384.547264484
148700.0,4.526,19,1317,36.79,188697.186362053
154700.0,4.925,22,4126,36.76,186406.365200741
133300.0,3.0833,42,1338,36.7,181921.685821752
136900.0,4.5625,20,2822,36.78,194490.451117872
156700.0,5.4895,13,6135,36.83,194988.332673166
126500.0,4.0227,19,3225,36.77,190435.632413343
130600.0,4.5375,18,1284,36.72,185967.914799038
106900.0,4.5938,20,1089,36.74,192859.115994158
99500.0,3.6161,11,2510,36.72,187110.602360236
73000.0,2.5741,29,1963,36.71,186839.099955979
59900.0,2.181,37,1609,36.71,186839.099955979
84800.0,2.6458,10,1657,36.71,186261.221399829
72900.0,2.6823,34,1759,36.7,185414.617133176
58900.0,2.1182,40,1195,36.7,185995.200741444
63900.0,2.3687,31,1671,36.7,186578.307330394
72300.0,3.1442,30,2370,36.7,185414.617133176
83900.0,3.7261,7,1761,36.7,185414.617133176
58100.0,1.9766,42,1032,36.69,183990.065123397
55900.0,1.7132,21,1551,36.69,185739.954605133
58900.0,2.2448,20,1815,36.7,187163.913312963
55800.0,1.9076,32,1963,36.71,187419.506333891
63900.0,2.1515,6,1186,36.72,188263.513462405
69300.0,2.59,21,1834,36.71,189175.659163909
160100.0,3.2917,19,3351,36.69,190514.368182328
115300.0,3.4044,18,1802,36.68,193395.024736427
107600.0,3.625,25,1784,36.63,188185.894981238
80000.0,2.3618,38,949,36.64,191505.421930569
93800.0,3.5074,37,1486,36.59,187006.663062529
92400.0,2.3359,24,2532,37.1,207460.961942158
151800.0,4.2679,14,863,36.94,194934.54985387
111800.0,3.332,16,4199,37.02,199268.614273221
111800.0,3.1736,16,2904,37.0,206989.417662064
123900.0,3.9141,12,2980,36.91,208057.278800391
83300.0,2.0,15,1879,36.89,215377.176214312
85600.0,4.1838,44,3042,37.25,222653.2878029
94000.0,4.1563,12,2255,37.13,249960.819536164
102700.0,3.3269,22,2211,37.09,215203.32845619
125000.0,3.875,23,1881,37.12,218870.786568536
144600.0,3.0729,34,1901,37.11,224066.825277175
179200.0,5.1314,15,3111,37.06,221820.182156257
78600.0,3.7857,19,1616,36.79,234470.198392876
94400.0,2.6902,17,2052,36.8,213530.243646148
100000.0,2.2202,13,2813,36.71,205897.756455475
90500.0,2.2278,13,3963,36.69,213004.273639262
92200.0,2.6058,26,1922,36.62,193194.619514498
55200.0,1.6486,26,1874,36.63,195913.923961395
52000.0,1.7292,33,1485,36.62,195161.913890263
51500.0,1.5642,15,1070,36.62,194504.202709492
51700.0,1.4481,25,831,36.62,195161.913890263
65800.0,2.4219,19,1484,36.61,186621.152470983
69200.0,2.2863,5,2353,36.6,185205.246185029
72500.0,2.0417,34,864,36.6,185205.246185029
73000.0,2.5,42,510,36.6,184568.846375383
108300.0,3.625,13,1348,36.61,184720.255372752
90500.0,3.7917,24,1302,36.61,185351.69063115
91600.0,3.9073,17,1531,36.61,185985.330484763
63300.0,1.767,15,1371,36.59,185069.900410959
67600.0,2.825,32,1153,36.59,184428.565521932
60900.0,1.8975,36,2294,36.6,184568.846375383
56700.0,1.516,28,1343,36.59,184428.565521932
118100.0,3.9844,18,1404,36.6,183934.642084854
66100.0,1.6875,41,1749,36.59,183789.394135771
63500.0,2.5234,37,1054,36.58,183655.331677541
87300.0,3.7813,18,1425,36.58,183013.377252016
84200.0,3.825,28,1274,36.59,183789.394135771
57100.0,2.309,18,2379,36.6,178329.441226429
54700.0,1.4937,20,1490,36.61,179750.910508517
56900.0,1.586,14,3004,36.61,179140.365663885
63400.0,2.2206,34,1440,36.62,183017.081774222
95300.0,1.9913,21,2106,36.58,180467.555859687
55100.0,1.8958,33,1225,36.61,180979.227289775
55800.0,1.5625,33,587,36.61,180363.872572885
55200.0,1.6094,27,1388,36.66,180297.30634998
113800.0,3.0521,27,823,36.64,179208.757085232
93200.0,2.5562,43,1676,36.65,183616.856566715
62400.0,1.9676,33,1589,36.6,173512.096969707
62400.0,2.6858,13,1788,36.58,172452.680126942
131700.0,3.5987,19,1733,36.57,173452.696708577
73100.0,2.8287,28,1452,36.58,173658.569315485
73000.0,2.6974,29,1312,36.58,173054.33750436
88000.0,4.0197,17,2287,36.59,173277.390117608
92700.0,2.2727,10,2842,36.59,173876.117068992
69700.0,2.5556,42,2311,36.57,172842.986008448
68300.0,1.8333,33,1923,36.57,172842.986008448
65100.0,1.5833,42,2242,36.57,172235.814963607
55300.0,1.2647,22,1794,36.58,171853.624228781
54400.0,1.4415,36,738,36.56,172030.722571979
92500.0,2.0658,34,576,36.56,169605.677314929
53000.0,1.625,34,1911,36.56,171420.596102991
51600.0,1.8878,30,1722,36.56,170813.028088828
111500.0,3.2917,34,2065,36.55,175582.652295037
120900.0,4.2045,16,2703,36.52,172599.901774342
76600.0,2.2132,46,1889,36.51,171183.310306186
67000.0,1.6635,37,1018,36.51,170546.019567692
70100.0,2.5033,9,3860,36.51,170546.019567692
70200.0,3.0294,31,1986,36.52,171963.233575888
95700.0,3.2019,19,2746,36.53,172115.452829682
82700.0,3.0469,32,1513,36.56,164306.671734004
110000.0,2.1908,32,1604,36.57,168647.649877284
100000.0,3.1333,30,1671,36.51,164920.577817474
101600.0,3.3214,35,990,36.52,169440.425223663
94200.0,2.5921,20,1741,36.52,160933.409582545
75000.0,3.2083,26,1727,36.44,151916.243232273
79200.0,2.8125,29,1702,36.46,158427.473987368
57900.0,1.7813,29,1799,36.43,156035.862607401
72500.0,2.4044,34,1370,36.54,154094.061566868
76800.0,2.0216,32,1393,36.55,160036.821927184
83600.0,2.7321,31,1241,36.51,155459.915033793
78200.0,2.4375,19,1310,36.54,156098.361264347
60000.0,2.5208,31,1732,36.54,156771.070109892
90000.0,2.975,34,1422,36.64,160477.166768729
69400.0,2.0313,17,1497,36.57,149921.709486058
74600.0,2.4814,20,1935,36.58,155157.881096661
76400.0,2.4006,24,2246,36.6,162544.168104243
75600.0,2.4474,19,2439,36.45,147469.221926918
58400.0,1.7176,34,1175,36.43,145765.115409237
60900.0,2.8913,23,1824,36.43,146344.918788266
39200.0,2.1771,18,1128,36.44,140030.319671508
112500.0,2.1153,18,1524,36.34,125315.677867067
55000.0,2.3295,17,598,36.16,108989.972817071
64700.0,1.5086,12,1462,36.21,113203.715360534
55100.0,1.4191,12,1923,36.19,112089.297453325
87500.0,2.4398,11,1337,36.29,108947.893679655
104200.0,2.1458,29,579,36.18,90135.4079534428
65000.0,3.0658,36,613,36.16,92551.3633561537
62000.0,1.8264,18,1206,36.14,91782.2371339247
70000.0,2.7461,17,2279,36.15,91142.8692248501
86400.0,3.2639,10,2522,36.13,90380.0475487775
86300.0,4.381,34,2084,36.15,91819.8315901088
85300.0,2.7792,18,1519,36.16,93905.8610564773
60400.0,1.7075,9,2671,36.14,92472.1626697659
55500.0,3.0134,29,1938,36.13,91071.7690796675
76600.0,2.25,24,943,36.65,131042.427696249
66000.0,2.4937,31,1177,36.65,135330.585002734
90600.0,2.3026,25,948,36.59,136757.890923363
57200.0,2.293,29,1479,36.61,137208.634933567
58300.0,1.5536,25,875,36.6,136602.822401712
56000.0,2.4786,14,1508,36.49,127294.386729237
68900.0,1.947,24,1335,36.77,123019.635867122
112500.0,2.5,18,819,36.72,99825.9931857879
38800.0,1.9417,20,1193,36.55,110129.411772836
55200.0,1.7184,11,1947,36.78,124834.642638094
60000.0,1.9056,25,1689,36.75,125652.684316565
58000.0,1.8125,25,991,36.76,125666.857279159
54300.0,1.4038,12,932,36.76,125666.857279159
63000.0,1.3386,20,1287,36.87,119014.14653379
66000.0,2.3523,34,673,36.86,119844.020746988
90500.0,2.8182,29,1563,36.84,120647.991392894
58100.0,2.1759,20,1519,36.85,119796.087851567
71900.0,2.4414,21,1779,36.86,114512.426175821
74400.0,2.3295,42,1766,36.97,112268.77768785
55000.0,2.2083,18,902,36.84,98412.7459773616
67500.0,4.125,46,55,36.51,171183.310306186
162500.0,4.625,36,49,36.51,171822.950229813
63700.0,2.0192,18,2603,39.75,136286.215560814
67500.0,1.6948,30,4157,39.75,137987.875102321
85000.0,3.0469,20,707,39.74,139587.961974329
65600.0,2.3507,39,4179,39.74,137032.936171943
72200.0,3.0469,16,2127,39.79,132560.999955139
69600.0,2.325,32,1288,39.78,140047.725671064
94300.0,2.2569,20,1401,39.74,142143.42489244
85400.0,3.35,23,1658,39.7,137560.428138315
73100.0,1.9375,16,2026,39.75,133734.188542434
14999.0,1.6607,16,255,39.71,89894.9354341033
67500.0,2.3851,21,1155,39.68,120353.496862378
87500.0,3.6429,33,419,39.65,140781.011786046
81600.0,3.25,28,1471,39.55,137080.154133699
71900.0,2.4861,25,1231,39.5,107060.855498933
58700.0,2.165,34,2679,39.53,136197.051113277
71000.0,2.3566,22,3265,39.53,135339.419555163
125000.0,1.3708,8,1268,39.53,132766.527443309
66900.0,2.1,17,1201,39.51,133634.035728663
63400.0,2.0625,39,2551,39.52,135339.974385818
69700.0,2.8333,37,2358,39.51,135349.663236898
53000.0,2.1705,23,462,39.5,136226.301957087
70000.0,2.5625,23,2502,39.72,149649.950964488
95300.0,2.8466,34,2051,39.6,148421.370264505
77100.0,2.4917,43,1320,39.47,143795.45607793
70500.0,1.832,39,844,39.45,147709.165219976
58700.0,2.1746,20,2332,39.74,152369.202445917
60000.0,0.957,52,661,40.8,3514.86849658688
80500.0,1.7308,52,2416,40.8,4044.83882261923
76900.0,1.7778,52,1264,40.79,3256.83574562978
75500.0,1.585,52,1606,40.8,3514.86849658688
62500.0,1.8529,52,1557,40.8,3514.86849658688
92700.0,2.2566,52,2148,40.79,3256.83574562978
85400.0,2.5417,50,2285,40.78,2706.67679225551
68300.0,1.6369,39,1606,40.78,1935.99785404589
70000.0,1.8242,37,1371,40.78,919.95333369249
70500.0,1.745,39,1836,40.79,2206.7856626283
64600.0,1.4668,40,1398,40.79,2206.7856626283
70500.0,1.9688,43,2285,40.79,2651.32158942395
82000.0,2.9038,43,2241,40.78,2706.67679225551
85600.0,2.8529,35,2141,40.77,2553.05339782387
81300.0,2.2227,30,1895,40.77,1714.50619554099
70200.0,2.5536,37,1453,40.78,1260.22192794017
72200.0,2.5096,33,1076,40.78,1260.22192794017
67000.0,2.1607,34,1592,40.78,1260.22192794017
116100.0,4.8516,13,2171,40.75,2956.5192290885
82800.0,2.8056,26,1776,40.76,2145.65551325948
69000.0,2.442,30,2975,40.77,193.186805570924
67500.0,1.75,50,340,40.81,4408.38843248869
72600.0,2.5,32,1373,40.8,5269.49312137511
74100.0,1.755,47,1486,40.8,4621.18073622087
74700.0,1.6111,52,2167,40.8,4044.83882261923
74100.0,1.1386,52,1703,40.8,4044.83882261923
81000.0,2.4896,38,1552,40.79,4692.07137175842
104200.0,3.1711,41,2127,40.78,3510.29827247832
81800.0,3.8,46,1975,40.78,2706.67679225551
90600.0,2.1135,46,3042,40.79,3256.83574562978
86400.0,3.0216,37,2692,40.79,3949.97742078212
92800.0,3.4219,35,2426,40.78,4328.55307672925
99600.0,2.9143,27,3046,40.77,4234.39153803537
100600.0,3.375,24,2858,40.76,3630.4992719387
90000.0,3.3984,36,2112,40.78,3510.29827247832
96100.0,2.5536,23,959,40.81,7683.37619525157
86900.0,2.1101,34,2142,40.78,5154.47693789147
81100.0,2.2478,31,2152,40.8,5966.36070781745
83000.0,2.8833,29,2474,40.79,5463.20559649676
92800.0,3.5833,32,2017,40.79,5463.20559649676
98100.0,3.2216,34,4183,40.86,12501.3699459261
143000.0,3.5156,31,2414,40.85,12987.4075477677
133900.0,3.9792,22,2588,40.8,14672.8197099035
150000.0,1.1157,18,1287,40.86,10932.3096034968
75000.0,1.1742,25,1322,40.86,10161.3932636993
87500.0,1.1576,44,692,40.87,10670.3675903755
99200.0,2.2138,47,1765,40.87,12156.8861632171
101100.0,1.1479,29,1710,40.87,11406.8299782433
105800.0,2.2188,50,921,40.88,10619.1776267835
153100.0,0.7684,31,334,40.87,12156.8861632171
57500.0,1.725,33,2235,40.88,7687.99903315979
81100.0,2.0657,35,2987,40.88,10362.8156132615
74100.0,1.5326,31,1982,40.88,10619.1776267835
82100.0,2.4321,26,2683,40.88,10619.1776267835
92600.0,2.7321,18,4032,40.9,8241.99729777288
50800.0,3.3462,52,1112,40.81,2328.6698263449
139500.0,2.5667,12,2087,40.88,11720.6739244585
136000.0,3.0469,25,2395,40.66,39927.7331724542
78800.0,1.6667,13,2522,40.91,8004.70288721233
79800.0,2.0644,24,2386,41.03,32018.8427458539
36700.0,1.0486,31,938,41.32,19585.130064336
50000.0,1.8208,19,1970,41.09,35938.8377661007
59200.0,1.4911,19,1797,41.11,43019.7386047908
62700.0,1.8065,22,1580,41.3,35364.3785885983
83800.0,2.1542,17,1564,41.01,51653.2734191471
62800.0,2.0156,29,1029,41.36,2854.89249324073
119400.0,2.4708,22,3263,41.13,7295.18003285004
143400.0,3.0208,32,1020,41.06,10049.1114444589
97900.0,1.9741,26,1633,41.04,8287.888053047
102700.0,3.538,21,1513,40.97,10335.4869657586
98800.0,2.9485,29,1429,40.92,12474.4027159466
75600.0,2.4559,28,1470,40.89,13624.9954552994
84200.0,2.6923,41,1719,40.88,16282.1717737119
106300.0,3.2891,28,1272,40.93,21711.7249921817
75500.0,2.1726,23,1672,41.02,6023.62843154494
111300.0,2.6847,18,3297,40.99,4992.81583593673
96000.0,3.1406,20,1075,40.95,3152.29716303573
81700.0,2.96,19,1734,40.95,2932.39996475704
99600.0,2.5893,18,2250,40.95,4235.01229515279
73600.0,3.5076,25,2392,40.93,4829.75933662721
90200.0,2.7639,17,1661,40.93,4829.75933662721
70100.0,2.3147,18,1550,40.94,5554.15672221526
126900.0,2.8182,12,2497,40.92,6613.64293132213
165600.0,5.0329,14,1452,40.94,7724.30592048166
78400.0,1.8993,17,1485,40.95,3544.29651084092
119700.0,2.9911,23,2103,40.81,10979.9721332006
119900.0,3.8095,28,3513,40.72,15451.2596566377
111800.0,3.9659,33,644,40.73,8905.11125345581
128900.0,4.0357,17,2026,40.74,3309.40344744356
100500.0,2.8446,18,2581,40.72,6456.25557446898
130600.0,4.2054,23,580,40.67,7362.38369130507
90100.0,3.5363,21,5694,40.73,2370.42009860693
58100.0,1.6528,32,1218,40.75,453.548709983338
79000.0,2.5179,36,2349,40.69,2251.7680265866
107000.0,3.0536,35,952,40.62,9150.22361387139
86400.0,2.8958,32,1595,40.62,9493.89192590049
92100.0,2.5804,43,2131,40.62,11401.5162114638
85100.0,2.4519,39,1322,40.6,11863.5816579848
79600.0,2.0938,39,1186,40.59,13232.598443729
128100.0,4.025,27,1148,40.6,12675.9943694116
66800.0,1.5625,22,1665,40.59,13630.2294924231
76800.0,2.178,17,2985,40.59,13630.2294924231
95200.0,3.4408,32,1878,40.59,18600.6703199719
97300.0,2.7644,24,2978,40.55,19639.9946161524
92600.0,2.3167,31,1854,40.57,26062.6782572015
77100.0,1.7153,25,2015,40.48,47871.002640341
92500.0,2.6987,25,1899,40.58,14606.7908931732
75100.0,2.1354,29,2864,40.57,15601.4866533805
74100.0,2.4896,33,1348,40.57,16852.4615833035
94800.0,3.25,38,544,40.55,17276.7215933519
72300.0,2.2357,30,1927,40.5,21881.539793206
57500.0,1.7574,42,2380,40.5,21881.539793206
70500.0,2.3947,38,2220,40.44,23834.0496439952
55000.0,3.5345,52,1196,40.47,23098.8967207104
71300.0,2.6094,34,1006,40.45,29006.0106713736
111400.0,2.3571,52,2217,40.58,5806.90103462736
106700.0,3.0806,52,2694,40.54,10269.1139216728
94600.0,3.0147,52,1820,40.54,5726.32450852969
76100.0,1.9417,32,1430,40.28,7012.14111544582
135600.0,2.625,17,1319,40.06,4541.26033068265
70700.0,1.319,16,2088,40.22,16723.0321662075
74000.0,2.0962,28,2809,40.28,30749.1210014391
54300.0,1.725,31,1852,40.24,39841.2049646685
76800.0,1.2227,19,2283,40.16,25585.8888177929
82400.0,2.087,33,2985,40.12,24698.5316879306
101500.0,1.9625,35,2052,40.11,29985.3025624525
101900.0,2.1864,17,2019,40.05,22845.5065827353
60800.0,1.8793,38,1327,33.12,51942.2022021474
53400.0,2.163,18,1109,33.13,53033.0798131347
46700.0,2.101,21,1024,33.12,51767.9750127862
40000.0,1.0,33,1234,33.19,58901.0474783699
43300.0,1.6552,32,1995,33.24,64941.0413056186
72500.0,2.4511,37,709,33.2,62373.7817210685
87500.0,2.9,27,452,33.09,50076.831944429
61200.0,2.0463,17,1009,33.04,45011.1963245833
62000.0,2.2969,20,1121,33.04,45011.1963245833
91700.0,3.3472,31,314,33.04,45349.2743474609
107800.0,3.4038,29,1141,32.99,36487.1455306498
113500.0,3.1979,17,841,32.96,36922.872419939
58600.0,1.4583,32,1615,32.98,36802.5828853744
66400.0,2.2054,21,1302,32.98,36802.5828853744
62200.0,1.7159,25,2578,32.99,38133.5437948502
63700.0,1.9088,20,1402,32.99,37632.8248989586
69400.0,1.5372,23,1459,32.99,38415.5600148559
60600.0,1.9464,27,1513,32.98,37361.2739286503
96000.0,4.3523,17,1697,32.99,38415.5600148559
80800.0,3.2593,24,2565,32.98,37672.2933876191
70800.0,3.0091,41,2429,32.97,36310.4280790808
70700.0,2.4063,35,1583,32.97,36011.8622373213
143000.0,5.4349,33,2266,32.98,37672.2933876191
107200.0,3.8177,21,2164,32.96,35943.4771530257
60300.0,1.5217,34,2231,32.97,36011.8622373213
66400.0,1.975,24,1617,32.97,35735.2462676628
67500.0,1.9911,10,1879,32.97,35735.2462676628
100000.0,3.6528,34,591,32.82,19550.3883154967
146300.0,6.2558,16,1136,32.76,11093.7343855723
113800.0,3.3182,19,1087,32.86,22057.2158669241
74300.0,2.3594,23,1458,32.81,16920.2208769447
80900.0,1.9375,14,1276,32.82,18004.4525439094
71100.0,3.5735,30,1602,32.82,18004.4525439094
65800.0,1.9939,38,1892,32.82,17826.8732407576
67500.0,1.8958,35,1263,32.81,16731.1164453187
68600.0,1.7604,32,741,32.81,16920.2208769447
62300.0,3.2396,33,1365,32.85,25645.2559775288
63500.0,1.7411,17,1039,32.85,25645.2559775288
61100.0,1.9531,29,1207,32.84,24747.0645038189
67500.0,3.5282,31,1494,32.83,23866.8830563091
90800.0,4.875,20,1608,32.85,25374.785478535
83200.0,4.1293,3,1629,32.87,27101.6641350921
102800.0,3.3583,19,541,32.87,24283.2703516254
125000.0,3.1667,23,1228,32.8,18535.9747602368
55200.0,2.1792,18,1564,32.79,16641.0928327163
93800.0,2.2083,44,472,32.8,17996.8804505136
87500.0,2.0938,16,348,32.75,12359.1162147816
112500.0,1.625,19,377,32.75,13314.248657125
96300.0,4.475,5,805,32.81,21820.8196313124
67500.0,2.5664,34,1540,32.82,21847.3176301187
87500.0,3.6597,10,1088,32.81,21820.8196313124
69900.0,1.7188,17,1492,32.8,21356.450309226
72600.0,1.1853,16,1307,32.8,21356.450309226
93800.0,1.875,16,2276,32.8,21356.450309226
